# Simulated FTS response, including frequency compensation
# Parameters:
#     SUB1_T = 4300.00 Angstrom
#     AREA   = 1.44 sq uM
#     RNA    = 21.00 Ohm sq uM
#     V_BIAS = 2.40 mVolt
#     LO pwr = 0.10 nW
#     Noise  = 0.15 (relative magnitude) 
# f(GHz)      response
200	-3.07e-02
210	1.10e-02
220	2.03e-03
230	-4.71e-03
240	1.66e-02
250	5.53e-03
260	-2.96e-03
270	3.23e-02
280	1.67e-04
290	-9.18e-03
300	-3.18e-02
310	-2.15e-02
320	2.19e-03
330	-2.12e-03
340	2.85e-02
350	1.31e-02
360	1.53e-02
370	2.39e-02
380	-3.50e-03
390	-3.72e-03
400	1.12e-02
410	1.72e-03
420	7.24e-03
430	3.29e-02
440	-2.77e-03
450	-7.73e-03
460	4.71e-02
470	2.34e-02
480	1.85e-02
490	2.53e-02
500	4.29e-02
510	4.82e-02
520	2.83e-02
530	6.93e-02
540	9.57e-02
550	1.17e-01
560	1.42e-01
570	1.66e-01
580	1.93e-01
590	2.85e-01
600	3.29e-01
610	3.97e-01
620	4.43e-01
630	5.49e-01
640	6.01e-01
650	6.78e-01
660	7.39e-01
670	7.51e-01
680	8.33e-01
690	9.11e-01
700	9.40e-01
710	9.73e-01
720	9.89e-01
730	9.77e-01
740	9.57e-01
750	8.51e-01
760	7.39e-01
770	6.38e-01
780	5.49e-01
790	4.40e-01
800	3.56e-01
810	3.38e-01
820	2.71e-01
830	2.27e-01
840	2.18e-01
850	1.84e-01
860	1.75e-01
870	1.45e-01
880	1.44e-01
890	1.35e-01
900	9.81e-02
910	1.46e-01
920	1.29e-01
930	1.30e-01
940	1.54e-01
950	1.46e-01
960	1.81e-01
970	1.62e-01
980	1.87e-01
990	1.90e-01
1000	2.09e-01
1010	2.29e-01
1020	1.97e-01
1030	1.70e-01
1040	1.10e-01
1050	9.53e-02
1060	8.17e-02
1070	8.26e-02
1080	4.35e-02
1090	4.12e-02
1100	2.89e-02
1110	3.09e-02
1120	3.53e-02
1130	2.06e-02
1140	1.90e-02
1150	1.98e-02
1160	1.51e-02
1170	1.08e-02
1180	8.15e-03
1190	-9.70e-03
1200	2.56e-02
1210	-1.19e-02
1220	-1.05e-02
1230	-2.29e-02
1240	-8.78e-03
1250	-9.89e-04
1260	7.24e-04
1270	1.07e-02
1280	-8.63e-03
1290	2.59e-02
1300	-9.79e-03
1310	-6.86e-03
1320	3.47e-04
1330	-8.96e-03
1340	1.11e-02
1350	-2.66e-03
1360	1.09e-02
1370	-1.15e-04
1380	-7.47e-03
1390	-1.23e-02
1400	-4.92e-03
