# Kramers-Kronig Transform of IV characteristic curve
#
# The DC IV file for this data:  fakeIV.dat
# Info calculated from this file:  
#    Rn:      1.000000
#    Offset:  -0.100000
#
# Number of internally-generated points:  2000
# Max Voltage in output V-I data:   4.000000
#
# Command line:
# ./makeikk fakeIV.dat
#
# V:                 	I:
0.000000000000000000	0.000000000000000000
0.020833333333333332	0.000364377315884791
0.041666666666666664	0.001282965879653716
0.062500000000000000	0.002566469037383344
0.083333333333333329	0.004186476848633533
0.125000000000000000	0.008462315685366956
0.166666666666666657	0.014347892809350385
0.208333333333333343	0.022155793079958814
0.250000000000000000	0.032132248811841180
0.291666666666666685	0.044452658896169457
0.333333333333333315	0.059255894735515117
0.375000000000000000	0.076677641589647905
0.416666666666666685	0.096874444178511557
0.458333333333333370	0.120041476942104430
0.500000000000000000	0.146428638593937732
0.520833333333333370	0.160927301374959308
0.541666666666666741	0.176359218137059404
0.562500000000000111	0.192780450276484105
0.583333333333333370	0.210255455500972077
0.604166666666666630	0.228858734098118771
0.625000000000000000	0.248676833796319496
0.645833333333333370	0.269811015660259557
0.666666666666666630	0.292380661383438489
0.687499999999999889	0.316527812571387568
0.708333333333333259	0.342423271100041227
0.729166666666666630	0.370274974967310544
0.749999999999999889	0.400339760661681365
0.770833333333333148	0.432940322053435522
0.791666666666666519	0.468490440974201283
0.812499999999999889	0.507533960064941225
0.833333333333333259	0.550807854580376732
0.843750000000000000	0.574339404070681958
0.854166666666666630	0.599350501310201733
0.864583333333333259	0.626050602670413014
0.875000000000000000	0.654702877960188778
0.885416666666666741	0.685645506972403340
0.895833333333333370	0.719325310020941577
0.906250000000000000	0.756352483351851568
0.916666666666666630	0.797595648094223120
0.927083333333333259	0.844342414881200320
0.937499999999999889	0.898605118045091800
0.947916666666666519	0.963564957063203775
0.958333333333333259	1.044232913919330707
0.963541666666666630	1.092542709600223816
0.968750000000000000	1.147276313789941327
0.973958333333333370	1.208735267337833541
0.979166666666666630	1.275929897637682942
0.989583333333333259	1.410059640120626234
1.000000000000000000	1.483915350786616738
1.010416666666666519	1.446271529993506277
1.020833333333333259	1.342780140255865673
1.026041666666666741	1.288708106731712100
1.031250000000000000	1.239337323968821680
1.036458333333333259	1.195880741371278866
1.041666666666666519	1.158259536064040418
1.052083333333333037	1.097795278016608700
1.062499999999999778	1.051824810490776141
1.072916666666666519	1.015620026160290346
1.083333333333333259	0.986117905143911067
1.093750000000000000	0.961391786246002189
1.104166666666666741	0.940222681055501108
1.114583333333333481	0.921806613706195987
1.125000000000000000	0.905569218691053890
1.135416666666666519	0.891106705996147275
1.145833333333333259	0.878118654755507655
1.156250000000000000	0.866373522526493245
1.166666666666666519	0.855688980800669685
1.187499999999999778	0.836947758685414822
1.208333333333333037	0.821022851856897606
1.229166666666666297	0.807310562958678313
1.249999999999999778	0.795376019209522056
1.270833333333333259	0.784896159962623297
1.291666666666666519	0.775624750567511345
1.312499999999999778	0.767370058485932649
1.333333333333333259	0.759980120291340211
1.354166666666666519	0.753332653747140313
1.374999999999999778	0.747327945668157967
1.395833333333333037	0.741883735642081432
1.416666666666666519	0.736931463097611261
1.458333333333333259	0.728280832646513110
1.499999999999999778	0.721010443429158432
1.541666666666666297	0.714850456831809367
1.583333333333333037	0.709596928208645950
1.624999999999999778	0.705092606096781704
1.666666666666666519	0.701214160240104745
1.708333333333333037	0.697863432934247463
1.749999999999999778	0.694961293626765286
1.791666666666666519	0.692443227193578648
1.833333333333333037	0.690256105740082893
1.916666666666666297	0.686705294733870208
1.999999999999999778	0.684033723281189054
2.083333333333333037	0.682043375698247134
2.166666666666666519	0.680588350495859751
2.250000000000000000	0.679558995647661312
2.333333333333333037	0.678871498395060113
2.416666666666666519	0.678460855492205583
2.500000000000000000	0.678276007576757545
2.583333333333333481	0.678276398349463072
2.666666666666666519	0.678429495017234818
2.833333333333333481	0.679093356460746533
3.000000000000000000	0.680109375200525945
3.166666666666666963	0.681369728037433786
3.333333333333333481	0.682799292018713810
3.500000000000000444	0.684344779955838090
3.666666666666666963	0.685967841288797953
3.833333333333333925	0.687640554264686732
4.000000000000000000	0.689342407514567657
